Molecule Name,∆LFQ,Std. Dev.,P-Value,Molecule Type
TRS23 (YDR246w),0.244649,0.158666,0.298999434,PROTEIN
RPS7A (YOR096W),-0.162878,0.194151,0.299402393,PROTEIN
DAG(16:1/16:1),0.0991806,0.0981349,0.299761301,LIPID
SWD2 (YKL018w),0.182437,0.209633,0.300655029,PROTEIN
AIP1 (YMR092c),0.0900779,0.108485,0.300793758,PROTEIN
LHS1 (YKL073w),0.0768998,0.10309,0.300837455,PROTEIN
PPM2 (YOL141w),0.104972,0.0962625,0.300990329,PROTEIN
ZPR1 (YGR211w),0.1161,0.121936,0.301233221,PROTEIN
RAP1 (YNL216w),-0.076635,0.100305,0.301540831,PROTEIN
YGL185C (YGL185c),0.381324,0.376037,0.301690535,PROTEIN
VMA13 (YPR036w),-0.1207,0.17212,0.301703082,PROTEIN
RRP4 (YHR069c),-0.185288,0.236476,0.302147894,PROTEIN
SPC2 (YML055w),0.26383,0.154576,0.302991006,PROTEIN
OSH7 (YHR001w),-0.142801,0.107008,0.303283501,PROTEIN
RCM1 (YNL022c),-0.261063,0.317524,0.303602067,PROTEIN
TRP4 (YDR354w),-0.221314,0.296926,0.303784014,PROTEIN
INO80 (YGL150c),-0.119174,0.150288,0.303828379,PROTEIN
DAP1 (YPL170w),0.145105,0.148866,0.303894605,PROTEIN
MCM3 (YEL032w),-0.110949,0.0340508,0.304400709,PROTEIN
Unidentified metabolite. RT 15.8291 (F),-0.143518,0.133584,0.304728861,METABOLITE
PEX8 (YGR077c),-1.69466,2.45625,0.305116313,PROTEIN
YJR011C (YJR011c),-1.2106,1.7737,0.305388086,PROTEIN
DTD1 (YDL219w),-0.360571,0.49654,0.305507154,PROTEIN
NPT1 (YOR209c),0.0754111,0.103906,0.305602615,PROTEIN
YJR111C (YJR111c),0.147364,0.159396,0.305702404,PROTEIN
DUS3 (YLR401C),-0.0791379,0.0828526,0.305965674,PROTEIN
LOA1 (YPR139c),0.136953,0.0795555,0.306671689,PROTEIN
KCS1 (YDR017c),0.119861,0.164764,0.306867761,PROTEIN
YOS9 (YDR057w),0.22859,0.24226,0.306968318,PROTEIN
NSG1 (YHR133c),-0.168973,0.152636,0.307508158,PROTEIN
LEU9 (YOR108w),-0.148906,0.158505,0.307537723,PROTEIN
CDC28 (YBR160w),0.151809,0.163891,0.307658433,PROTEIN
GYP7 (YDL234c),0.326743,0.356865,0.308027416,PROTEIN
BUG1 (YDL099w),0.35456,0.496453,0.308271434,PROTEIN
SEC61 (YLR378c),0.20452,0.295729,0.308424857,PROTEIN
RPS20 (YHL015W),-0.0667696,0.0972052,0.308569818,PROTEIN
CCC2 (YDR270w),0.544103,0.380963,0.308610555,PROTEIN
MRPL40 (YPL173w),-0.272391,0.378064,0.308663359,PROTEIN
Unidentified metabolite. RT 12.75 (F),-0.027112,0.0400106,0.309987078,METABOLITE
PTC4 (YBR125c),0.12169,0.130232,0.310378247,PROTEIN
RBA50 (YDR527w),-0.226905,0.311242,0.310627179,PROTEIN
CYC3 (YAL039c),0.157038,0.180198,0.31104618,PROTEIN
VPS60 (YDR486c),-0.939061,1.39976,0.311860238,PROTEIN
RNA1 (YMR235c),-0.109927,0.156352,0.312079018,PROTEIN
SLM2 (YNL047c),-0.745163,1.1148,0.312604226,PROTEIN
RPL22A (YLR061W),-0.221368,0.303526,0.312874858,PROTEIN
SEC23 (YPR181c),-0.0873645,0.0718368,0.313119679,PROTEIN
YGR210C (YGR210c),-0.224728,0.228771,0.313521087,PROTEIN
PDC5 (YLR134W),0.33059,0.279817,0.313529591,PROTEIN
NNT1 (YLR285w),-0.217593,0.318394,0.313784061,PROTEIN
TOF1 (YNL273w),0.466741,0.469978,0.313963806,PROTEIN
POS5 (YPL188w),-0.63254,0.90103,0.314113624,PROTEIN
PEX25 (YPL112c),-0.227729,0.276111,0.31416013,PROTEIN
SGF73 (YGL066w),-0.540238,0.810093,0.314356666,PROTEIN
RPN10 (YHR200W),0.179903,0.26148,0.314940822,PROTEIN
ISC1 (YER019w),0.292101,0.234695,0.315226179,PROTEIN
MTR10 (YOR160w),0.0679185,0.0695978,0.31579253,PROTEIN
SSU72 (YNL222w),-0.208505,0.0721014,0.316110445,PROTEIN
PEX3 (YDR329c),0.576781,0.406772,0.316313652,PROTEIN
THI80 (YOR143c),-0.2399,0.346836,0.316428553,PROTEIN
Palmitic acid (FA(16:0)),0.382995,0.52312,0.316575884,LIPID
TYW1 (YPL207w),-0.189429,0.217111,0.316886733,PROTEIN
FZO1 (YBR179c),0.368108,0.41772,0.317387564,PROTEIN
UFD2 (YDL190c),0.157493,0.203755,0.317647356,PROTEIN
TFA2 (YKR062W),0.236113,0.351249,0.31789546,PROTEIN
MRPL15 (YLR312w-a),0.167634,0.185006,0.317977696,PROTEIN
TRM10 (YOL093w),0.229123,0.327791,0.318614776,PROTEIN
SPE1 (YKL184w),-0.420256,0.552108,0.318631022,PROTEIN
GGC1 (YDL198c),-0.218224,0.276528,0.320453556,PROTEIN
PET9 (YBL030c),-0.158955,0.232845,0.320611738,PROTEIN
PMR1 (YGL167c),0.122576,0.177814,0.320638124,PROTEIN
CDC3 (YLR314c),0.0594402,0.053104,0.320986215,PROTEIN
YRB30 (YGL164c),0.139015,0.0677857,0.321010984,PROTEIN
NUP133 (YKR082w),-0.0614178,0.0625119,0.321104799,PROTEIN
CTR86 (YCR054c),0.15314,0.213285,0.321171683,PROTEIN
SEC31 (YDL195w),0.0797037,0.0560379,0.32122871,PROTEIN
GSF2 (YML048w),0.144855,0.180638,0.321719553,PROTEIN
ERD2 (YBL040c),-0.211624,0.10622,0.32172948,PROTEIN
GYP1 (YOR070c),0.21517,0.1873,0.322586933,PROTEIN
ATP20 (YPR020w),0.643596,0.0326681,0.323278989,PROTEIN
EAF1 (YDR359c),0.469602,0.62458,0.32338319,PROTEIN
SAC3 (YDR159w),0.297604,0.309749,0.324375596,PROTEIN
PPZ1 (YML016C),0.162076,0.171307,0.324570238,PROTEIN
NRK1 (YNL129w),0.317209,0.416292,0.325842702,PROTEIN
RPN7 (YPR108W),0.112839,0.0456889,0.326633242,PROTEIN
RPL15B (YMR121C),0.231997,0.126367,0.326717478,PROTEIN
NIF3 (YGL221c),-0.0676461,0.0673746,0.326763285,PROTEIN
YPT10 (YBR264c),-0.143159,0.208757,0.326955832,PROTEIN
SIP1 (YDR422C),-0.213027,0.231047,0.327235146,PROTEIN
ARP9 (YMR033w),-0.124059,0.165632,0.327254914,PROTEIN
CCT4 (YDL143w),0.0496244,0.0710345,0.327744536,PROTEIN
NCR1 (YPL006w),0.169459,0.153005,0.328521665,PROTEIN
RPN3 (YER021W),0.169018,0.253029,0.328796429,PROTEIN
DAP2 (YHR028c),0.241105,0.375029,0.329714776,PROTEIN
OCH1 (YGL038c),-0.175726,0.11195,0.329797125,PROTEIN
RKM1 (YPL208w),0.265918,0.272131,0.33044503,PROTEIN
CL(68:4),0.575691,0.595636,0.330460584,LIPID
ENT1 (YDL161w),0.111497,0.142688,0.330543054,PROTEIN
TIM54 (YJL054w),-0.206772,0.318347,0.330670245,PROTEIN
RPS29A (YLR388W),-0.175482,0.225679,0.331051774,PROTEIN
SIR2 (YDL042c),-0.316414,0.0434368,0.331118363,PROTEIN
FYV7 (YLR068w),0.147078,0.188782,0.331185507,PROTEIN
TMA20 (YER007c-a),0.131856,0.119016,0.331596677,PROTEIN
HIF1 (YLL022c),0.229274,0.081852,0.331860877,PROTEIN
APE4 (YHR113w),-0.114858,0.0646045,0.332607016,PROTEIN
PRP6 (YBR055c),0.474601,0.563399,0.33273771,PROTEIN
FTH1 (YBR207w),0.454289,0.634404,0.333106759,PROTEIN
YJU2 (YKL095w),0.535806,0.786493,0.333597269,PROTEIN
IDI1 (YPL117C),-0.0802337,0.114351,0.333838902,PROTEIN
DNF2 (YDR093w),0.126977,0.0586588,0.333872334,PROTEIN
THR1 (YHR025W),-0.109601,0.154493,0.334812207,PROTEIN
SOD2 (YHR008c),-0.109579,0.103939,0.334859911,PROTEIN
WRS1 (YOL097c),-0.0991912,0.125856,0.334899839,PROTEIN
PEP8 (YJL053w),0.133114,0.206664,0.335320876,PROTEIN
PEP1 (YBL017c),0.09496,0.00778951,0.335685498,PROTEIN
GNA1 (YFL017c),0.259426,0.278062,0.33640483,PROTEIN
BYE1 (YKL005c),0.353337,0.305156,0.336559197,PROTEIN
LYS4 (YDR234w),-0.145899,0.206032,0.337479416,PROTEIN
TOM1 (YDR457w),-0.0775064,0.0868573,0.338456257,PROTEIN
CHO2 (YGR157w),-0.177965,0.261724,0.339409483,PROTEIN
LYP1 (YNL268w),-1.15795,1.84547,0.339667832,PROTEIN
AVT3 (YKL146w),0.248817,0.257396,0.339685202,PROTEIN
SRB4 (YER022w),-0.211163,0.295396,0.339991494,PROTEIN
KAR2 (YJL034w),-0.0807127,0.116621,0.340111638,PROTEIN
USO1 (YDL058w),0.0329907,0.0524927,0.340654286,PROTEIN
Unidentified metabolite. RT 17.7574 (R),0.359502,0.423193,0.340873624,METABOLITE
YFH7 (YFR007w),0.383842,0.215994,0.341674956,PROTEIN
RPP2B (YDR382w),-0.146768,0.0925506,0.341675674,PROTEIN
YML6 (YML025c),-0.0350488,0.0461867,0.342048929,PROTEIN
YOL057W (YOL057w),0.0726875,0.0497776,0.343310517,PROTEIN
CSN12 (YJR084w),-0.328449,0.48086,0.343474953,PROTEIN
Unidentified metabolite. RT 15.6883 (R),0.132126,0.164592,0.343900992,METABOLITE
NMD3 (YHR170W),-0.180448,0.242886,0.343942932,PROTEIN
ABZ2 (YMR289w),0.22923,0.330468,0.344350693,PROTEIN
HSL7 (YBR133c),0.22246,0.34255,0.344411194,PROTEIN
MMS1 (YPR164w),0.510547,0.229883,0.344661248,PROTEIN
SOG2 (YOR353c),-0.628741,0.654289,0.344720733,PROTEIN
POP8 (YBL018c),-0.400839,0.384026,0.344862167,PROTEIN
FAL1 (YDR021w),-0.20998,0.292148,0.344884264,PROTEIN
PTH2 (YBL057c),0.134203,0.182369,0.344947214,PROTEIN
TOR1 (YJR066w),-0.118517,0.0368403,0.345721227,PROTEIN
MKK1 (YOR231w),-0.405269,0.559964,0.346030077,PROTEIN
SWP1 (YMR149w),0.121228,0.167841,0.346790175,PROTEIN
MRPL19 (YNL185c),0.229037,0.18873,0.346998364,PROTEIN
CTS1 (YLR286c),0.210052,0.32529,0.347014181,PROTEIN
YER010C (YER010c),-0.730682,1.16307,0.347383009,PROTEIN
ARG1 (YOL058w),-0.104573,0.0138903,0.347739464,PROTEIN
IMH1 (YLR309c),0.0921292,0.0762614,0.348037912,PROTEIN
PBN1 (YCL052c),-0.209455,0.189361,0.348225212,PROTEIN
STT3 (YGL022w),0.226459,0.345719,0.348376148,PROTEIN
RPS17B;RPS17A (YDR447C;YML024W),-0.0867913,0.135367,0.348463204,PROTEIN
MPP6 (YNR024w),-0.350619,0.566776,0.348473872,PROTEIN
TIM23 (YNR017w),0.157995,0.0927403,0.348688918,PROTEIN
GYL1 (YMR192w),0.272521,0.112053,0.348880187,PROTEIN
DNA2 (YHR164c),-0.387949,0.548892,0.3489762,PROTEIN
NAP1 (YKR048c),-0.139507,0.157729,0.349513899,PROTEIN
RET1 (YOR207c),-0.0844102,0.0744864,0.349719499,PROTEIN
RPH1 (YER169w),0.680425,1.09769,0.35011564,PROTEIN
ROT2 (YBR229c),0.0933484,0.079839,0.350565195,PROTEIN
YCG1 (YDR325w),-0.23823,0.273761,0.350905376,PROTEIN
ATP19 (YOL077w-a),0.210177,0.329193,0.351059811,PROTEIN
Unidentified metabolite. RT 23.0651 (F),-0.609427,0.467918,0.351734243,METABOLITE
LYS20 (YDL182w),-0.0898976,0.0966518,0.352957095,PROTEIN
SCL1 (YGL011c),0.128623,0.0652209,0.353042462,PROTEIN
ERG6 (YML008C),0.0549041,0.0794867,0.353082334,PROTEIN
PMU1 (YKL128c),-0.115253,0.0841676,0.353174349,PROTEIN
EIS1 (YMR031c),0.133856,0.13967,0.353457074,PROTEIN
SHP1 (YBL058w),0.111535,0.15865,0.353869235,PROTEIN
RNR1 (YER070w),-0.0683402,0.0891328,0.354184478,PROTEIN
FBA1 (YKL060C),-0.102839,0.0962446,0.355427679,PROTEIN
IVY1 (YDR229w),-0.960954,1.59111,0.355646586,PROTEIN
Urea,-0.176167,0.257376,0.355679929,METABOLITE
ERP2 (YAL007c),-0.111788,0.146243,0.355684024,PROTEIN
RPC53 (YDL150w),0.150054,0.190038,0.355773664,PROTEIN
ISW1 (YBR245c),-0.0837867,0.128254,0.355787705,PROTEIN
PPM1 (YDR435c),-0.290147,0.476709,0.356092218,PROTEIN
CCL1 (YPR025c),0.167733,0.276438,0.356096852,PROTEIN
SEC27 (YGL137w),-0.131324,0.172186,0.356346894,PROTEIN
RTT107 (YHR154w),-0.194852,0.313854,0.356575379,PROTEIN
PEP3 (YLR148w),-0.131517,0.180148,0.357354388,PROTEIN
YMR074C (YMR074c),0.173985,0.173271,0.357626584,PROTEIN
RPL33A (YPL143W),-0.111685,0.1708,0.35781628,PROTEIN
POL12 (YBL035c),-0.122717,0.152172,0.357839895,PROTEIN
PBP4 (YDL053c),-0.222959,0.131799,0.35849994,PROTEIN
RPS1A (YLR441C),-0.195559,0.287673,0.358526338,PROTEIN
ATP16 (YDL004w),0.175038,0.217543,0.358926375,PROTEIN
MET6 (YER091C),0.0652111,0.107401,0.35924167,PROTEIN
PRX1 (YBL064c),-0.223119,0.278559,0.359572655,PROTEIN
PAM1 (YDR251w),0.106872,0.108415,0.359798073,PROTEIN
Unidentified metabolite. RT 20.8637 (F),0.314006,0.444919,0.360442824,METABOLITE
EFM1 (YHL039w),-0.113462,0.0731792,0.361515876,PROTEIN
NUP84 (YDL116w),-0.0841827,0.134624,0.361548235,PROTEIN
RSP5 (YER125w),0.0838825,0.111085,0.362152682,PROTEIN
RAD51 (YER095w),-0.645504,1.06934,0.362726418,PROTEIN
ESF1 (YDR365c),0.0912868,0.147736,0.363012769,PROTEIN
MOB2 (YFL034c-b),-0.370592,0.568311,0.363239891,PROTEIN
MRP13 (YGR084c),0.587526,0.977066,0.36328148,PROTEIN
GCR2 (YNL199c),0.186292,0.271241,0.363540142,PROTEIN
CIT1 (YNR001c),-0.136753,0.0891911,0.363692019,PROTEIN
NDE1 (YMR145c),0.0845686,0.129797,0.364035052,PROTEIN
AAT1 (YKL106w),-0.246348,0.0777898,0.364774728,PROTEIN
BNI4 (YNL233w),-0.932985,1.49518,0.365735729,PROTEIN
COA1 (YIL157c),0.983487,0.486265,0.365877233,PROTEIN
RER1 (YCL001w),0.214495,0.142229,0.366131163,PROTEIN
RAF1 (R0030w),0.186184,0.312356,0.366654572,PROTEIN
ALT2 (YDR111c),0.192783,0.163801,0.367649779,PROTEIN
CSR1 (YLR380w),0.153199,0.201946,0.367708852,PROTEIN
ZDS2 (YML109w),1.47805,1.86976,0.367980466,PROTEIN
NAM8 (YHR086w),-0.290501,0.480829,0.368385948,PROTEIN
HBT1 (YDL223c),0.779265,1.08577,0.368413783,PROTEIN
MRPS5 (YBR251w),0.204803,0.157935,0.370645902,PROTEIN
SEY1 (YOR165w),0.0647048,0.0994813,0.371353815,PROTEIN
MIP6 (YHR015w),1.8975,1.68187,0.372134863,PROTEIN
RPL33B (YOR234C),1.75657,0.171608,0.372788359,PROTEIN
Unidentified metabolite. RT 21.4269 (R),0.110948,0.169915,0.373020281,METABOLITE
YBR271W (YBR271w),-0.197841,0.198139,0.373436714,PROTEIN
ASN2 (YGR124W),-0.0971359,0.122971,0.375131515,PROTEIN
VPS27 (YNR006W),0.174067,0.130737,0.375152454,PROTEIN
DBP5 (YOR046c),-0.106041,0.167805,0.375425531,PROTEIN
SGF29 (YCL010c),0.249751,0.33532,0.375652469,PROTEIN
Cysteine,-0.176371,0.288171,0.375724854,METABOLITE
YKR018C (YKR018c),0.124395,0.166535,0.376417459,PROTEIN
GCV1 (YDR019c),-0.0584158,0.0938492,0.376810118,PROTEIN
URB1 (YKL014c),-0.129575,0.154903,0.377954003,PROTEIN
TAF14 (YPL129w),-0.228141,0.311389,0.378270225,PROTEIN
FSH2 (YMR222c),-0.773894,1.34181,0.378395997,PROTEIN
YDL156W (YDL156w),-0.834941,1.3986,0.378448052,PROTEIN
NSG2 (YNL156c),-0.15114,0.209152,0.379197909,PROTEIN
YPR148C (YPR148c),0.0976955,0.07614,0.379631137,PROTEIN
ECM33 (YBR078W),-0.122514,0.168603,0.380171716,PROTEIN
NAT1 (YDL040C),-0.0869991,0.146007,0.380838038,PROTEIN
VMA3 (YEL027w),-1.69088,2.91471,0.381437998,PROTEIN
HMG1 (YML075c),-0.209267,0.305701,0.381548144,PROTEIN
CDC34 (YDR054c),-0.486584,0.83732,0.381718487,PROTEIN
RPL31B (YLR406C),0.423937,0.656098,0.382031404,PROTEIN
KTR1 (YOR099w),-0.0296789,0.0315528,0.382256377,PROTEIN
AIM36 (YMR157c),0.218905,0.0709467,0.382417371,PROTEIN
STU1 (YBL034c),-0.273786,0.158085,0.382459215,PROTEIN
RAM1 (YDL090c),0.541848,0.281462,0.382612711,PROTEIN
Unidentified metabolite. RT 12.2933 (R),-0.0612437,0.0310086,0.382769802,METABOLITE
STE3 (YKL178c),-0.310509,0.387915,0.383112889,PROTEIN
PI(18:1/16:1),0.283235,0.226607,0.383276154,LIPID
COG7 (YGL005c),-0.203118,0.216456,0.38385719,PROTEIN
RIX7 (YLL034c),-0.106264,0.152403,0.384890947,PROTEIN
UME6 (YDR207c),-0.328435,0.57981,0.385095815,PROTEIN
OYE2 (YHR179W),-0.120937,0.149417,0.385287934,PROTEIN
ALY2 (YJL084c),0.410888,0.443223,0.385813239,PROTEIN
ETT1 (YOR051c),-0.098179,0.123956,0.386144277,PROTEIN
CDC9 (YDL164C),-0.143448,0.198102,0.38630679,PROTEIN
NMA1 (YLR328w),-0.0784052,0.122723,0.386826551,PROTEIN
YOR262W (YOR262w),-0.113216,0.201306,0.386899821,PROTEIN
Unidentified metabolite. RT 13.2648 (F),-0.0714697,0.122344,0.388111336,METABOLITE
MDY2 (YOL111c),0.0901533,0.146544,0.388923121,PROTEIN
ABZ1 (YNR033w),0.111011,0.196914,0.388997001,PROTEIN
Unidentified metabolite. RT 21.2722 (F),0.7154,0.712283,0.38913032,METABOLITE
YGR169C-A (YGR169c-a),0.120434,0.21268,0.389217075,PROTEIN
GLN1 (YPR035W),-0.105788,0.0839404,0.390128685,PROTEIN
NUT1 (YGL151w),-0.170401,0.289852,0.391456049,PROTEIN
Unidentified metabolite. RT 14.8355 (R),0.0966961,0.14595,0.391910655,METABOLITE
RSC9 (YML127w),-0.0777473,0.041282,0.392229783,PROTEIN
DPM1 (YPR183W),0.0529801,0.0726095,0.393952819,PROTEIN
CTK3 (YML112w),0.158664,0.224012,0.394164422,PROTEIN
Unidentified metabolite. RT 21.6831 (F),-0.2591,0.426617,0.394408151,METABOLITE
UTP6 (YDR449c),-0.136211,0.178416,0.394622057,PROTEIN
IES6 (YEL044w),0.180638,0.302123,0.395155773,PROTEIN
BCH1 (YMR237w),-0.174908,0.222081,0.39557985,PROTEIN
GCD2 (YGR083c),-0.120042,0.178001,0.395632867,PROTEIN
PRO2 (YOR323c),-0.175492,0.108961,0.396123989,PROTEIN
RIM20 (YOR275c),-0.13271,0.20786,0.396275285,PROTEIN
DBP8 (YHR169w),-0.12902,0.214831,0.396625718,PROTEIN
ALE1 (YOR175c),-0.127763,0.220401,0.397283561,PROTEIN
PRR1 (YKL116c),0.44353,0.0688937,0.398233417,PROTEIN
CMK1 (YFR014c),0.573924,1.01531,0.398277245,PROTEIN
LEU1 (YGL009c),0.064621,0.0778993,0.398531409,PROTEIN
NFU1 (YKL040c),-0.138061,0.184232,0.39861718,PROTEIN
YKT6 (YKL196c),-0.0629307,0.0797863,0.399296648,PROTEIN
UTP30 (YKR060w),-0.21709,0.0831588,0.399438043,PROTEIN
SVF1 (YDR346c),-0.135386,0.0599715,0.399819909,PROTEIN
VAM7 (YGL212w),0.146753,0.218843,0.40059462,PROTEIN
Unidentified metabolite. RT 24.4382 (F),0.279405,0.490768,0.40075543,METABOLITE
ALG9 (YNL219c),0.0999455,0.171373,0.400945054,PROTEIN
CCT6 (YDR188w),0.0938779,0.0877217,0.400999471,PROTEIN
NPC2 (YDL046w),0.517327,0.717823,0.401868498,PROTEIN
TSC10 (YBR265w),-0.298747,0.427287,0.402025062,PROTEIN
HHF1 (YBR009C),-0.161169,0.189539,0.402356972,PROTEIN
PDX3 (YBR035c),0.162645,0.0979823,0.402523092,PROTEIN
COX4 (YGL187c),-0.19295,0.173849,0.402742122,PROTEIN
UBP10 (YNL186w),-0.139854,0.206789,0.402947806,PROTEIN
TFA1 (YKL028w),0.0683194,0.0919188,0.403137225,PROTEIN
COX12 (YLR038C),-0.230367,0.118306,0.404403793,PROTEIN
POP1 (YNL221c),-0.0709437,0.0294778,0.404672865,PROTEIN
RPS24B;RPS24A (YIL069C;YER074W),-0.0836271,0.138764,0.405795057,PROTEIN
YCS4 (YLR272c),-1.13432,2.11603,0.406328903,PROTEIN
HUL5 (YGL141w),0.242508,0.372187,0.406330048,PROTEIN
HRR25 (YPL204w),-0.153304,0.240164,0.406346768,PROTEIN
NBP35 (YGL091c),-0.253812,0.340679,0.406905283,PROTEIN
SLY1 (YDR189w),0.0698543,0.118624,0.407376292,PROTEIN
YBR126W-A (YBR126w-a),-0.202875,0.353279,0.407564059,PROTEIN
MEH1 (YKR007w),0.598497,0.859755,0.407796859,PROTEIN
CDP-DAG(16:1/16:1),-1.04692,1.65444,0.407802961,LIPID
GTT3 (YEL017w),-0.126774,0.155532,0.408347768,PROTEIN
SUR7 (YML052w),0.221686,0.324463,0.408701532,PROTEIN
MVP1 (YMR004w),0.165492,0.280963,0.408735511,PROTEIN
PRE2 (YPR103w),-0.178794,0.119703,0.409733223,PROTEIN
VPS30 (YPL120w),0.216613,0.0912958,0.410028452,PROTEIN
YPT52 (YKR014c),0.108979,0.168588,0.410398961,PROTEIN
VMA22 (YHR060w),0.238504,0.228521,0.411277276,PROTEIN
HOC1 (YJR075W),-0.223238,0.375067,0.411614701,PROTEIN
RPN5 (YDL147W),0.0948274,0.176903,0.412004087,PROTEIN
TRM3 (YDL112w),-0.079643,0.104444,0.412009031,PROTEIN
PTK2 (YJR059w),0.113369,0.102588,0.412091098,PROTEIN
YET1 (YKL065c),0.228571,0.191101,0.413308751,PROTEIN
TYS1 (YGR185C),-0.0885463,0.150768,0.413731627,PROTEIN
FMP42 (YMR221c),-0.326876,0.604901,0.413754932,PROTEIN
SCS2 (YER120W),-0.105569,0.147673,0.414403903,PROTEIN
ARP5 (YNL059c),-0.21418,0.371975,0.414924533,PROTEIN
SUR2 (YDR297w),-0.266865,0.302614,0.415019359,PROTEIN
RPL42B;RPL42A (YHR141C;YNL162W),-0.154104,0.24943,0.415280715,PROTEIN
TPK3 (YKL166c),0.15077,0.282808,0.416647521,PROTEIN
YNL208W (YNL208w),0.14561,0.277333,0.416669072,PROTEIN
TUB1 (YML085c),0.0931583,0.0963485,0.416922666,PROTEIN
HPA3 (YEL066w),-0.55457,1.05968,0.417016494,PROTEIN
UBC7 (YMR022w),-0.130929,0.240115,0.417620874,PROTEIN
ATF2 (YGR177c),-0.168864,0.202588,0.418164384,PROTEIN
Cystathionine (R),-0.0910905,0.0848722,0.418323921,METABOLITE
FRD1 (YEL047c),-0.110766,0.169128,0.418929383,PROTEIN
YGL159W (YGL159w),-0.505686,0.964557,0.419145396,PROTEIN
NUP100 (YKL068w),-0.051657,0.0541737,0.419268513,PROTEIN
MUD2 (YKL074c),-0.390758,0.676989,0.419740807,PROTEIN
PGM3 (YMR278w),-0.117892,0.156899,0.421984023,PROTEIN
TAF9 (YMR236w),-0.134733,0.0940881,0.42207446,PROTEIN
STV1 (YMR054w),0.176112,0.333297,0.422257524,PROTEIN
JIP5 (YPR169W),-0.119022,0.223385,0.423103296,PROTEIN
MRP4 (YHL004w),-0.196623,0.173327,0.423707306,PROTEIN
COX20 (YDR231c),0.441094,0.392186,0.424003236,PROTEIN
THI6 (YPL214c),-0.511872,0.943437,0.424669677,PROTEIN
GND1 (YHR183w),0.0307235,0.0574269,0.424762922,PROTEIN
PA(16:1/16:1),-0.182426,0.258133,0.424980744,LIPID
SPT20 (YOL148c),0.205289,0.398814,0.425121801,PROTEIN
UBX5 (YDR330w),0.0804907,0.081118,0.425164099,PROTEIN
NAM7 (YMR080c),-0.0528994,0.0961124,0.426201237,PROTEIN
MAK10 (YEL053c),0.386897,0.519295,0.426533313,PROTEIN
YNL193W (YNL193w),0.404909,0.713383,0.427036287,PROTEIN
PTP1 (YDL230w),0.478804,0.519419,0.427176219,PROTEIN
ARP8 (YOR141c),0.0666401,0.1146,0.427202677,PROTEIN
MRP21 (YBL090w),0.62815,1.08122,0.428147071,PROTEIN
FEN1 (YCR034w),-0.281333,0.513955,0.428353847,PROTEIN
ALG8 (YOR067c),1.19161,0.347973,0.429605768,PROTEIN
SUB2 (YDL084w),-0.107194,0.18315,0.42998894,PROTEIN
Adenosine-5-monophosphate (AMP),-0.154474,0.132466,0.430618703,METABOLITE
MRPL33 (YMR286W),0.256104,0.211897,0.430700107,PROTEIN
TUB3 (YML124c),-0.0944013,0.180044,0.431187891,PROTEIN
CAB5 (YDR196c),-0.586382,0.545617,0.431195042,PROTEIN
TGL1 (YKL140w),-0.102187,0.18892,0.431891602,PROTEIN
SPA2 (YLL021w),-0.0407732,0.0774695,0.431907678,PROTEIN
PHO86 (YJL117w),0.15297,0.166051,0.431978168,PROTEIN
L-Lysine,1.2228,2.40844,0.43199132,METABOLITE
GDI1 (YER136w),-0.0721325,0.110485,0.432198746,PROTEIN
BOI1 (YBL085w),-0.239951,0.35544,0.432374883,PROTEIN
KAP104 (YBR017c),-0.0362846,0.038585,0.432781815,PROTEIN
RPL31A (YDL075W),0.106956,0.0659645,0.433283123,PROTEIN
SEC9 (YGR009c),0.0748035,0.109386,0.434893417,PROTEIN
HHT1 (YBR010W),0.116224,0.148386,0.435360685,PROTEIN
RTT103 (YDR289c),0.188506,0.360393,0.436082664,PROTEIN
Unidentified metabolite. RT 14.487 (R),-0.130644,0.251484,0.437276305,METABOLITE
TRX3 (YCR083w),-0.382574,0.718239,0.437937742,PROTEIN
SEC22 (YLR268w),0.114794,0.111807,0.437984714,PROTEIN
BDF1 (YLR399c),0.0944457,0.187236,0.438235777,PROTEIN
Unidentified metabolite. RT 21.5158 (F),0.109641,0.184544,0.43874467,METABOLITE
CTR9 (YOL145c),0.0853804,0.143231,0.438787748,PROTEIN
HMF1 (YER057c),-0.0728988,0.146638,0.438906743,PROTEIN
PTC3 (YBL056w),0.261115,0.333774,0.438992849,PROTEIN
YKL063C (YKL063c),-0.495033,0.815307,0.439169775,PROTEIN
Unidentified metabolite. RT 17.8444 (R),0.0714779,0.110596,0.440756109,METABOLITE
RFS1 (YBR052c),0.132535,0.264677,0.441362453,PROTEIN
CDC19 (YAL038w),-0.0722274,0.142143,0.441507259,PROTEIN
EXO84 (YBR102c),0.13179,0.126068,0.441596927,PROTEIN
TPT1 (YOL102c),-0.181801,0.189242,0.442470011,PROTEIN
MCK1 (YNL307c),0.125198,0.0693623,0.442552439,PROTEIN
GFA1 (YKL104C),0.0784395,0.119335,0.443256304,PROTEIN
Guanosine,0.0650183,0.116883,0.443726924,METABOLITE
YAP1802 (YGR241c),0.266609,0.41856,0.443890559,PROTEIN
CNB1 (YKL190W),0.0737307,0.0932452,0.444069346,PROTEIN
CHS1 (YNL192w),0.167964,0.169756,0.444190167,PROTEIN
EMC4 (YGL231c),-0.174197,0.337595,0.444370365,PROTEIN
PIB2 (YGL023c),0.14783,0.196194,0.444468684,PROTEIN
